IDtopic	ObsID	Taxon	Country	Mention	Topic	IDportrayal	Portrayal	Sentiment
27821	1107	tiger	China	China teams up with Russia in TIGER  leopard protectionCHANGCHUN, Nov. 21 (Xinhua) -- Northeast China Tiger and Leopard National Park confirmed Thursday that it has signed a three-year cooperative action plan with a national park of Russia recently, to beef up cooperation in the protection of Siberian tigers and Amur leopards.	PAs	35821	Vulnerable	0
27818	4403	elephant	Thailand	Without their support, the elephant nature park in Chiang Mai couldn’t continue their valuable contribution to elephant conservation.The ELEPHANT s welfare takes priority over the visitors.	Ecotourism	35818	Valuable	0.212
27815	6011	pangolin	Philippines	Guided by a local farmer or hunter and his dogs, they look for the endangered Philippine pangolin (Manis culionensis).Little is known about this scaly mammal, only recently described as distinct from the Sunda PANGOLIN	Wildlife info	35815	Interesting	0
27814	427	pangolin	Nigeria	The Convention on International Trade in Endangered Species of Wild Fauna and Flora (CITES) has categorised pangolins as endangered species.The world body also recognises Nigeria as the number one country in illegal PANGOLIN trade and seizures, a crisis Nigerian government has not been able to address despite strong protests from experts.	Conservation	35814	Vulnerable	-0.857
27813	10399	deer	Canada	Indigenous peoples of the Arctic have adapted to extreme conditions in other ways as well. Before the intrusion of European cultures, they satisfied their energy requirements, which are approximately one-third higher than those of Europeans, almost exclusively with seal and walrus meat and fat, as well as with elk, CARIBOU  reindeer, and various birds.	Exploitation	35813	Interesting	0.796
27810	18796	wolf	United States	Livestock depredation increasesConfirmed depredation incidents by wolves increased 65 percent from last year, with 28 confirmed incidents (up from 17 last year). A total of 17 calves, one llama and two livestock guardian dogs were lost to WOLVES and an additional 13 calves were injured.	HWI	35810	Nuisance	-0.44
27809	13694	pangolin	Australia	Daisy He, a Beijing-based lawyer with the international firm CMS, told National Geographic in an email, “The Chinese government and the Chinese public have noticed the importance of protecting these animals.” (Read more about pangolins, one of the world's most trafficked mammals.Chinese health insurance will no longer cover traditional medicine containing the scales of PANGOLINS  which are threatened with extinction.	Exploitation	35809	Vulnerable	-0.402
27807	14121	saola	Vietnam	At the same time, technical solutions to supervision and management of biodiversity preservation have been enhanced and local livelihoods have improved.The province is collecting studies to propose new measures to preserve wildlife and use techniques that do not impact landscapes for research.-VNAThe provincial Department of Agriculture and Rural Development was assigned to carry out the project in the buffer zones of Bach Ma National Park and SAOLA Nature Reserve in Nam Dong and A Luoi districts between now and 2022.	PAs	35807	Neutral	0.382
27806	10205	vulture	United States	It's sheltered from the near constant wind and also is warmed by the morning sun so these huge birds can easily take flight in the morning.Andean condors are scavengers and are related to our turkey VULTURES (black vultures), but are much, much bigger with a 10-foot wingspan, compared to a turkey vulture’s 5- to 6-foot wingspan.	Wildlife info	35806	Interesting	0.096
27804	666	saola	United States	But even if the hunters aren’t aiming for saolas, the critically endangered animals still get caught in their snares. This is why the first step toward saving these animals is to crack down on the use of snares in areas where SAOLAS are known to exist.	Exploitation	35804	Vulnerable	0
27802	13598	shark	United Kingdom	Tail was over 2m tall and the sharks weight was over a ton. This is one of Sydney's most popular surf beaches.. shark fishing fish sharknets maroubra beach braboys maroubrabeach maroubracommunity Sydney Australia surf ocean scary awesome epic monster greatwhiteshark protectedI asked Madi what we can do to raise awareness of endangered species, in particular how to work against SHARK finning processes.	Exploitation	35802	Dangerous	0.611
27801	1372	shark	United States	The South Florida Sun Sentinel reports the Fish and Wildlife Conservation Commission will vote Feb. 20 on a plan to limit the practice and protect swimmers.The proposal would ban the spreading bloody fish parts in the water to attract SHARKS	Conservation	35801	Dangerous	-0.34
27797	12243	deer	Canada	ISLE ROYALE NATIONAL PARK, MI — Moose are dying in a mud pit left behind by falling water levels on an Isle Royale lake.A researcher working on the 61-year-old wolf/moose study on the Lake Superior island recently discovered a bull MOOSE struggling in deep mud on the shoreline of Lake Ojibway.	HWI	35797	Victim	0.026
27796	105	elephant	United Kingdom	Belfasttelegraph| 16.7°C BelfastTwo Asian elephants at Auckland Zoo celebrated World ELEPHANT Day with some of the fanciest-looking ice cakes you’ve ever seen.	Ecotourism	35796	Aesthetic	0.572
27795	16981	wolf	United States	Editor’s note: This is part of a series on watching WOLVES and other wildlife in Yellowstone National Park with Belton resident Waldo Montgomery.	HWI	35795	Neutral	0
27793	14438	deer	Canada	City staff is proposing a cull of 50 urban DEER for a window between Feb. 11 and March 15, having successfully applied for a wildlife permit from the provincial government.	Exploitation	35793	Nuisance	0.494
27792	1172	elephant	United Kingdom	Deputy commissioner of police (East) Jasmeet Singh told the Express: “There is no update on the elephant case at present.”For animal rights activists, the sooner Lakshmi can be recovered from Mr Ali and sent for specialist care, the better. They say that before she was approved for transfer to Haryana’s Ban Santour facility, the ELEPHANT was diagnosed with herpes, and requires treatment.	Health	35792	Vulnerable	0.477
27791	18464	saola	United States	Wynn Resorts: Former executives at the casino operator founded by Steve Wynn knew about and helped conceal sexual misconduct allegations against the billionaire, according to U.S. regulators.Vietnam: The country is home to hundreds of previously undiscovered species of plants and animals, including a rare antelope-like SAOLA  a striped rabbit and laughing thrushes.	Exploitation	35791	Other Portrayal	0.494
27790	13638	deer	United States	In the Bristol Bay region, salmon constitute approximately 52% of the subsistence harvest. Subsistence from all sources (fish, MOOSE  and other wildlife) accounts for an average of 80% of protein consumed by area residents.	Exploitation	35790	Other Portrayal	0
27789	19337	vulture	United States	Materials and MethodsSpecimen collectionIn this study, we compared the talon shape and biomechanical performance of 12 species of accipitrid raptors, three species from Falconiformes, and two species of Strigiformes. We also include non-predatory species, comprising a representative of passeriform (raven), parrot (cockatoo), and two VULTURES (Table 1 and Supplementary Table ST1).	Wildlife info	35789	Interesting	-0.465
27788	662	saola	United States	“This is how the saola got the nickname ‘Asian unicorn,’ because it’s an animal you can’t see and can’t find,” he said.As far as anyone knows, there are fewer than 100 SAOLAS left on Earth, and all of them live in pockets of dense rainforest in the Annamite Mountains of Vietnam and Laos.	Habitat Loss	35788	Interesting	0
